Employee ID,Office Location,Department,Idea Submission Date,Idea Title,Idea Category,Number of Votes,Collaboration Status,Approval Status,Implementation Status,Security Concern Flag
f342e156,Canada,Technology,19/02/2024,Idea 1700,Sustainable Transport,364,Cross-Regional Team,Rejected,Not Started,No
b3f2b116,China,Renewable Energy,08/03/2024,Idea 1701,Smart Cities,137,Single Contributor,Rejected,Not Started,No
d297c07e,France,Renewable Energy,18/09/2024,Idea 1702,Sustainable Transport,16,Cross-Regional Team,Rejected,Not Started,No
300c7e65,Canada,Infrastructure,27/02/2024,Idea 1703,Sustainable Transport,354,Single Contributor,Rejected,Not Started,Yes
7e1ca113,Australia,Urban Development,30/12/2024,Idea 1704,Water Management,303,Single Contributor,Pending,Not Started,No
11c1b825,Mexico,Environmental Policy,11/07/2023,Idea 1705,Carbon Capture,178,Single Contributor,Rejected,Not Started,No
9262c9cf,France,Renewable Energy,31/01/2025,Idea 1706,Sustainable Transport,445,Single Contributor,Rejected,Not Started,No
df1ae756,Canada,Technology,18/05/2024,Idea 1707,Carbon Capture,91,Cross-Regional Team,Rejected,Not Started,No
254910ca,Brazil,Urban Development,08/02/2024,Idea 1708,Smart Cities,262,Single Contributor,Approved,In Progress,Yes
c0419410,Germany,Infrastructure,26/11/2023,Idea 1709,Renewable Energy,228,Single Contributor,Pending,Not Started,No
269fad18,Germany,Infrastructure,11/06/2023,Idea 1710,Renewable Energy,169,Single Contributor,Rejected,Not Started,No
cb0cf508,Germany,Infrastructure,20/07/2023,Idea 1711,Water Management,90,Single Contributor,Approved,Completed,No
af8ca9fb,Canada,Technology,02/09/2023,Idea 1712,Smart Cities,420,Cross-Regional Team,Rejected,Not Started,No
dd32e231,South Africa,Renewable Energy,13/03/2024,Idea 1713,Renewable Energy,85,Single Contributor,Pending,Not Started,No
2b5742de,UK,Research,15/02/2024,Idea 1714,Carbon Capture,446,Single Contributor,Rejected,Not Started,Yes
1a9423e9,Australia,Technology,14/11/2024,Idea 1715,Carbon Capture,161,Cross-Regional Team,Pending,Not Started,Yes
f3da3fc6,Japan,Renewable Energy,28/12/2024,Idea 1716,Water Management,59,Cross-Regional Team,Pending,Not Started,No
c8839c2c,USA,Urban Development,23/02/2024,Idea 1717,Water Management,478,Cross-Regional Team,Approved,Completed,No
0d8048fd,India,Urban Development,31/10/2024,Idea 1718,Renewable Energy,152,Single Contributor,Approved,In Progress,Yes
a4622156,China,Urban Development,07/04/2023,Idea 1719,Carbon Capture,349,Single Contributor,Pending,Not Started,Yes
d8270f1b,India,Urban Development,20/03/2024,Idea 1720,Circular Economy,246,Cross-Regional Team,Rejected,Not Started,No
cd4eccb0,France,Renewable Energy,01/08/2024,Idea 1721,Sustainable Transport,360,Cross-Regional Team,Pending,Not Started,No
49f08150,Mexico,Technology,21/03/2023,Idea 1722,Carbon Capture,108,Single Contributor,Rejected,Not Started,No
ad690ccb,Canada,Urban Development,07/03/2025,Idea 1723,Sustainable Transport,196,Single Contributor,Approved,In Progress,No
34ddd4fa,UK,Environmental Policy,17/06/2024,Idea 1724,Water Management,65,Single Contributor,Rejected,Not Started,No
ad9d3a11,Germany,Technology,22/07/2024,Idea 1725,Renewable Energy,11,Single Contributor,Rejected,Not Started,Yes
0e19e0c7,Mexico,Urban Development,29/12/2024,Idea 1726,Carbon Capture,312,Cross-Regional Team,Approved,In Progress,No
3ce1f1da,South Africa,Renewable Energy,30/06/2023,Idea 1727,Circular Economy,211,Cross-Regional Team,Pending,Not Started,No
b031278c,Germany,Infrastructure,13/06/2024,Idea 1728,Water Management,48,Single Contributor,Pending,Not Started,No
85e24a0c,France,Environmental Policy,23/10/2023,Idea 1729,Circular Economy,318,Cross-Regional Team,Pending,Not Started,No
4eeea010,India,Technology,02/07/2023,Idea 1730,Smart Cities,480,Single Contributor,Approved,Not Started,No
4977407d,China,Urban Development,23/11/2023,Idea 1731,Water Management,440,Single Contributor,Pending,Not Started,No
4e2f58ed,Germany,Environmental Policy,08/06/2024,Idea 1732,Carbon Capture,132,Cross-Regional Team,Rejected,Not Started,No
f16cf922,India,Research,06/06/2024,Idea 1733,Sustainable Transport,153,Single Contributor,Pending,Not Started,No
bfcff023,China,Infrastructure,22/04/2024,Idea 1734,Smart Cities,188,Single Contributor,Pending,Not Started,No
f522628b,Canada,Technology,01/05/2024,Idea 1735,Circular Economy,58,Single Contributor,Approved,In Progress,No
f029a88f,India,Environmental Policy,14/03/2024,Idea 1736,Renewable Energy,64,Cross-Regional Team,Rejected,Not Started,No
231da639,Brazil,Research,20/05/2024,Idea 1737,Circular Economy,277,Single Contributor,Rejected,Not Started,No
49de994a,Canada,Technology,30/09/2023,Idea 1738,Carbon Capture,213,Single Contributor,Approved,Not Started,No
3c172f1e,France,Infrastructure,23/06/2024,Idea 1739,Renewable Energy,84,Single Contributor,Rejected,Not Started,No
79a7fb56,USA,Urban Development,10/08/2023,Idea 1740,Circular Economy,1,Single Contributor,Rejected,Not Started,No
de7f4460,Japan,Renewable Energy,15/06/2023,Idea 1741,Water Management,347,Cross-Regional Team,Approved,Not Started,No
6a7f6d9a,South Africa,Environmental Policy,20/10/2023,Idea 1742,Smart Cities,494,Cross-Regional Team,Approved,Completed,No
dc3ba455,Canada,Research,11/01/2025,Idea 1743,Renewable Energy,74,Single Contributor,Approved,Completed,No
1fcc8964,Mexico,Renewable Energy,12/05/2023,Idea 1744,Circular Economy,255,Cross-Regional Team,Pending,Not Started,No
2600bb9a,India,Infrastructure,15/04/2023,Idea 1745,Sustainable Transport,394,Cross-Regional Team,Pending,Not Started,No
d5280a36,France,Urban Development,25/10/2024,Idea 1746,Carbon Capture,79,Single Contributor,Rejected,Not Started,No
3f904234,UK,Urban Development,19/07/2024,Idea 1747,Water Management,328,Cross-Regional Team,Approved,Completed,No
90d6d71a,South Africa,Environmental Policy,13/01/2024,Idea 1748,Water Management,233,Cross-Regional Team,Pending,Not Started,No
cf48dd45,France,Research,10/02/2025,Idea 1749,Circular Economy,153,Cross-Regional Team,Rejected,Not Started,No
4a49d4c2,Brazil,Research,17/12/2024,Idea 1750,Carbon Capture,348,Cross-Regional Team,Rejected,Not Started,No
cda51a90,Japan,Research,22/10/2023,Idea 1751,Carbon Capture,156,Cross-Regional Team,Pending,Not Started,No
c3b8ca2e,USA,Research,23/05/2023,Idea 1752,Circular Economy,433,Cross-Regional Team,Rejected,Not Started,Yes
d61107b9,Japan,Infrastructure,28/10/2024,Idea 1753,Circular Economy,196,Single Contributor,Approved,Not Started,No
f99003c1,USA,Urban Development,19/03/2023,Idea 1754,Sustainable Transport,185,Single Contributor,Pending,Not Started,No
9186d9cc,China,Environmental Policy,03/06/2024,Idea 1755,Smart Cities,480,Single Contributor,Pending,Not Started,No
a243a7c4,China,Infrastructure,19/12/2023,Idea 1756,Water Management,239,Cross-Regional Team,Pending,Not Started,No
a418561f,Brazil,Environmental Policy,19/06/2023,Idea 1757,Water Management,456,Single Contributor,Approved,Completed,No
2f780886,South Africa,Environmental Policy,27/10/2023,Idea 1758,Renewable Energy,232,Cross-Regional Team,Approved,In Progress,No
ed9f07f7,Japan,Technology,05/06/2023,Idea 1759,Carbon Capture,211,Cross-Regional Team,Rejected,Not Started,No
80799a22,Brazil,Technology,11/05/2023,Idea 1760,Renewable Energy,245,Single Contributor,Approved,Completed,Yes
4e8f5194,South Africa,Research,13/07/2024,Idea 1761,Renewable Energy,274,Single Contributor,Approved,Not Started,Yes
e0a6230b,USA,Technology,17/06/2023,Idea 1762,Water Management,432,Single Contributor,Approved,Not Started,No
281d12ac,India,Environmental Policy,12/03/2023,Idea 1763,Circular Economy,30,Single Contributor,Approved,In Progress,No
b3ff8696,Brazil,Technology,21/11/2023,Idea 1764,Water Management,151,Single Contributor,Approved,Not Started,No
0dd141f4,France,Renewable Energy,29/07/2024,Idea 1765,Circular Economy,193,Single Contributor,Pending,Not Started,No
6cdf7809,USA,Technology,09/01/2024,Idea 1766,Sustainable Transport,10,Single Contributor,Approved,Completed,No
58be3fb5,Brazil,Research,27/04/2023,Idea 1767,Circular Economy,290,Single Contributor,Rejected,Not Started,No
0cbb4418,USA,Technology,23/03/2024,Idea 1768,Renewable Energy,365,Cross-Regional Team,Approved,Not Started,No
b673a12d,UK,Renewable Energy,30/12/2023,Idea 1769,Circular Economy,214,Single Contributor,Rejected,Not Started,No
710d9935,Australia,Infrastructure,26/07/2023,Idea 1770,Sustainable Transport,8,Cross-Regional Team,Rejected,Not Started,No
30903156,Japan,Research,08/04/2024,Idea 1771,Circular Economy,169,Single Contributor,Approved,Completed,No
51bee3e6,Brazil,Technology,24/06/2023,Idea 1772,Carbon Capture,148,Cross-Regional Team,Approved,Completed,No
ff41d591,Japan,Environmental Policy,17/12/2023,Idea 1773,Circular Economy,235,Cross-Regional Team,Rejected,Not Started,No
639c39bf,Germany,Environmental Policy,24/12/2023,Idea 1774,Carbon Capture,130,Single Contributor,Pending,Not Started,No
e73b7f7d,Japan,Technology,16/04/2024,Idea 1775,Sustainable Transport,336,Cross-Regional Team,Pending,Not Started,No
a2314d2e,Germany,Research,27/04/2023,Idea 1776,Sustainable Transport,311,Single Contributor,Approved,In Progress,No
f0e01d13,France,Environmental Policy,16/08/2024,Idea 1777,Sustainable Transport,80,Cross-Regional Team,Pending,Not Started,No
b86dcec8,Canada,Research,27/11/2024,Idea 1778,Renewable Energy,389,Single Contributor,Rejected,Not Started,Yes
afb68e39,China,Technology,03/05/2024,Idea 1779,Smart Cities,62,Cross-Regional Team,Approved,In Progress,No
f85e15a9,USA,Environmental Policy,21/09/2023,Idea 1780,Carbon Capture,35,Cross-Regional Team,Rejected,Not Started,No
e98c0c0f,Australia,Research,09/11/2023,Idea 1781,Smart Cities,248,Cross-Regional Team,Approved,In Progress,Yes
67eed438,Australia,Technology,06/08/2023,Idea 1782,Carbon Capture,94,Cross-Regional Team,Approved,Completed,No
5b23ee24,France,Infrastructure,12/06/2023,Idea 1783,Circular Economy,319,Cross-Regional Team,Pending,Not Started,No
75e9315f,China,Environmental Policy,27/06/2024,Idea 1784,Carbon Capture,279,Cross-Regional Team,Pending,Not Started,Yes
e4f53a61,UK,Research,04/05/2023,Idea 1785,Sustainable Transport,142,Single Contributor,Pending,Not Started,No
1903c943,Japan,Environmental Policy,06/11/2024,Idea 1786,Sustainable Transport,17,Cross-Regional Team,Pending,Not Started,No
2572a9ef,Japan,Infrastructure,24/03/2023,Idea 1787,Water Management,106,Cross-Regional Team,Pending,Not Started,No
b62911cb,Mexico,Technology,03/10/2024,Idea 1788,Renewable Energy,430,Single Contributor,Rejected,Not Started,No
c7281737,Brazil,Technology,14/12/2023,Idea 1789,Renewable Energy,189,Single Contributor,Pending,Not Started,Yes
dcbe8bf9,UK,Research,21/03/2023,Idea 1790,Circular Economy,249,Single Contributor,Approved,In Progress,No
76334e4d,South Africa,Research,16/04/2024,Idea 1791,Smart Cities,346,Single Contributor,Approved,In Progress,No
8b69847a,USA,Infrastructure,21/02/2024,Idea 1792,Carbon Capture,170,Single Contributor,Approved,In Progress,No
8786e3cb,Mexico,Research,20/09/2023,Idea 1793,Water Management,152,Single Contributor,Approved,In Progress,No
74a6b735,Germany,Infrastructure,06/04/2023,Idea 1794,Renewable Energy,296,Single Contributor,Rejected,Not Started,Yes
4e374b2b,USA,Renewable Energy,21/08/2023,Idea 1795,Circular Economy,123,Cross-Regional Team,Approved,In Progress,No
3b1b27dc,India,Environmental Policy,04/06/2024,Idea 1796,Smart Cities,189,Single Contributor,Approved,In Progress,No
73dd3a37,China,Research,09/09/2023,Idea 1797,Circular Economy,226,Single Contributor,Approved,Not Started,No
b23c4ce3,Australia,Urban Development,14/10/2023,Idea 1798,Water Management,332,Single Contributor,Rejected,Not Started,No
3fa54594,South Africa,Urban Development,23/06/2023,Idea 1799,Renewable Energy,9,Cross-Regional Team,Rejected,Not Started,No
0b4be14a,Japan,Research,27/03/2023,Idea 1800,Sustainable Transport,14,Cross-Regional Team,Rejected,Not Started,No
079e3f7a,China,Urban Development,28/05/2024,Idea 1801,Carbon Capture,62,Single Contributor,Approved,Completed,No
a075ce3a,South Africa,Technology,23/10/2024,Idea 1802,Water Management,234,Cross-Regional Team,Pending,Not Started,No
e7a139dd,South Africa,Environmental Policy,24/08/2024,Idea 1803,Renewable Energy,442,Single Contributor,Rejected,Not Started,No
904c1ec0,Japan,Urban Development,09/07/2023,Idea 1804,Sustainable Transport,349,Single Contributor,Pending,Not Started,No
176dd29e,India,Infrastructure,25/09/2023,Idea 1805,Smart Cities,1,Cross-Regional Team,Rejected,Not Started,No
7a1ba13c,Mexico,Environmental Policy,23/08/2024,Idea 1806,Water Management,469,Single Contributor,Rejected,Not Started,No
29687e9c,South Africa,Environmental Policy,03/02/2025,Idea 1807,Circular Economy,458,Cross-Regional Team,Approved,Completed,No
17519136,France,Technology,03/08/2023,Idea 1808,Smart Cities,326,Single Contributor,Rejected,Not Started,No
b9d53514,China,Research,26/07/2024,Idea 1809,Sustainable Transport,47,Cross-Regional Team,Approved,Not Started,No
0509f995,South Africa,Urban Development,15/10/2023,Idea 1810,Smart Cities,497,Single Contributor,Approved,In Progress,No
1515465f,Mexico,Technology,30/12/2023,Idea 1811,Renewable Energy,84,Cross-Regional Team,Approved,Not Started,No
ebe0b643,France,Research,05/10/2023,Idea 1812,Smart Cities,164,Single Contributor,Approved,In Progress,No
b22f128e,South Africa,Infrastructure,11/04/2024,Idea 1813,Circular Economy,197,Single Contributor,Rejected,Not Started,No
57ab2038,South Africa,Urban Development,09/10/2024,Idea 1814,Smart Cities,126,Cross-Regional Team,Approved,In Progress,No
b04735fb,USA,Urban Development,07/02/2024,Idea 1815,Renewable Energy,37,Cross-Regional Team,Pending,Not Started,No
9fd9667f,India,Environmental Policy,18/11/2023,Idea 1816,Smart Cities,301,Single Contributor,Pending,Not Started,No
ebbf3c80,USA,Environmental Policy,27/11/2023,Idea 1817,Sustainable Transport,160,Cross-Regional Team,Pending,Not Started,Yes
56da0396,Canada,Technology,15/05/2023,Idea 1818,Carbon Capture,274,Single Contributor,Rejected,Not Started,No
f72ab842,France,Infrastructure,08/06/2023,Idea 1819,Carbon Capture,439,Cross-Regional Team,Approved,Not Started,No
4b52eebd,Mexico,Urban Development,16/04/2024,Idea 1820,Carbon Capture,450,Single Contributor,Pending,Not Started,No
2e9a68fb,Germany,Technology,20/02/2025,Idea 1821,Smart Cities,450,Single Contributor,Pending,Not Started,No
36f9aa54,Germany,Infrastructure,28/11/2024,Idea 1822,Renewable Energy,188,Single Contributor,Approved,Completed,Yes
fb82d5af,France,Urban Development,03/02/2024,Idea 1823,Carbon Capture,28,Cross-Regional Team,Approved,Not Started,No
9f27c2af,Germany,Infrastructure,21/07/2024,Idea 1824,Circular Economy,172,Single Contributor,Approved,In Progress,No
e06ccc8c,Germany,Environmental Policy,09/05/2024,Idea 1825,Carbon Capture,233,Cross-Regional Team,Pending,Not Started,No
09c82ec4,USA,Renewable Energy,18/12/2024,Idea 1826,Water Management,465,Cross-Regional Team,Pending,Not Started,No
608ec656,China,Technology,05/11/2024,Idea 1827,Circular Economy,493,Cross-Regional Team,Pending,Not Started,Yes
9ea9da77,Mexico,Urban Development,25/11/2024,Idea 1828,Renewable Energy,335,Cross-Regional Team,Approved,Not Started,No
256172be,China,Urban Development,23/08/2023,Idea 1829,Smart Cities,69,Single Contributor,Pending,Not Started,No
4446cee3,UK,Renewable Energy,29/09/2024,Idea 1830,Circular Economy,182,Cross-Regional Team,Approved,Not Started,No
c4397d53,USA,Technology,18/12/2023,Idea 1831,Circular Economy,400,Single Contributor,Pending,Not Started,No
ee90ba10,Germany,Infrastructure,27/08/2024,Idea 1832,Water Management,99,Single Contributor,Pending,Not Started,No
d07c8fec,Brazil,Renewable Energy,06/05/2024,Idea 1833,Circular Economy,24,Cross-Regional Team,Rejected,Not Started,No
cacd1d82,China,Technology,24/04/2023,Idea 1834,Carbon Capture,34,Single Contributor,Pending,Not Started,No
808f69a8,Germany,Research,10/01/2025,Idea 1835,Circular Economy,116,Cross-Regional Team,Approved,Not Started,No
c4d547a6,Brazil,Environmental Policy,27/11/2023,Idea 1836,Circular Economy,64,Cross-Regional Team,Approved,In Progress,No
76fd2c95,Mexico,Research,02/04/2023,Idea 1837,Renewable Energy,483,Cross-Regional Team,Rejected,Not Started,No
30aa271b,Mexico,Renewable Energy,28/12/2024,Idea 1838,Water Management,376,Cross-Regional Team,Pending,Not Started,No
a012b02e,Australia,Renewable Energy,13/08/2023,Idea 1839,Renewable Energy,405,Single Contributor,Pending,Not Started,No
36381716,Mexico,Renewable Energy,18/11/2023,Idea 1840,Circular Economy,1,Single Contributor,Approved,In Progress,No
7c4f2a7c,Mexico,Environmental Policy,14/11/2024,Idea 1841,Carbon Capture,274,Cross-Regional Team,Rejected,Not Started,No
5107ae46,USA,Infrastructure,16/10/2023,Idea 1842,Renewable Energy,170,Single Contributor,Approved,Not Started,No
e91bd51f,Australia,Research,15/10/2024,Idea 1843,Carbon Capture,28,Single Contributor,Rejected,Not Started,No
57a4a187,France,Environmental Policy,14/03/2024,Idea 1844,Carbon Capture,459,Single Contributor,Approved,Completed,No
fb9789d9,Germany,Environmental Policy,02/04/2024,Idea 1845,Water Management,150,Single Contributor,Rejected,Not Started,Yes
be39b59f,South Africa,Technology,22/08/2023,Idea 1846,Renewable Energy,351,Single Contributor,Approved,In Progress,No
5b64ad85,Japan,Research,28/10/2024,Idea 1847,Circular Economy,267,Single Contributor,Approved,Completed,No
f4ffc5a6,India,Research,14/08/2023,Idea 1848,Carbon Capture,349,Single Contributor,Rejected,Not Started,No
8f48460b,South Africa,Infrastructure,25/02/2025,Idea 1849,Smart Cities,298,Cross-Regional Team,Rejected,Not Started,No
3a094026,India,Infrastructure,13/09/2023,Idea 1850,Carbon Capture,122,Single Contributor,Pending,Not Started,No
8948a585,Canada,Technology,22/12/2023,Idea 1851,Carbon Capture,226,Cross-Regional Team,Pending,Not Started,No
